Datetime,Datetime,Open,High,Low,Close,Adj Close,Volume,Two_Crows,Three_Black_Crows,Three_Inside_Updown,Three_Line_Strike,Three_Outside_UpDown,Three_Stars_In_The_South,Three_Advancing_White_Soldiers,Abandoned_Baby,Advance_Block,Belthold,Breakaway,Closing_Marubozu,Concealing_Baby_Swallow,Counterattack,Dark_Cloud_Cover,Doji,Doji_Star,Dragonfly_Doji,Engulfing_Pattern,Evening_Doji_Star,Evening_Star,UpDown_gap_sidebyside_white_lines,Gravestone_Doji,Hammer,Hanging_Man,Harami_Pattern,Harami_Cross_Pattern,HighWave_Candle,Hikkake_Pattern,Modified_Hikkake_Pattern,Homing_Pigeon,Identical_Three_Crows,In_Neck_Pattern,Inverted_Hammer,Kicking,Kicking_bullbear_determined_by_the_longer_marubozu,Ladder_Bottom,Long_Legged_Doji,Long_Line_Candle,Marubozu,Matching_Low,Mat_Hold,Morning_Doji_Star,Morning_Star,OnNeck_Pattern,Piercing_Pattern,Rickshaw_Man,RisingFalling_Three_Methods,Separating_Lines,Shooting_Star,Short_Line_Candle,Spinning_Top,Stalled_Pattern,Stick_Sandwich,Takuri_Dragonfly_Doji,Tasuki_Gap,Thrusting_Pattern,Tristar_Pattern,Unique_River,Upside_Gap_Two_Crows,UpsideDownside_Gap_Three_Methods,Candle_Sum,signal,Shares_Purchaced,Tranaction,ActiveCash,Shares_Owned,Portfolio,transaction,TranactionC
2022-01-07 09:40:00-05:00,2022-01-07 09:40:00-05:00,313.61,313.73,313.49,313.73,313.73,107000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,313.73,99686.27,1.0,313.73,313.73,313.73
2022-01-07 09:41:00-05:00,2022-01-07 09:41:00-05:00,314.25,314.29,314.23,314.29,314.29,124480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,314.29,99685.71,2.0,628.58,314.29,314.29
2022-01-07 09:42:00-05:00,2022-01-07 09:42:00-05:00,314.25,314.47,314.09,314.3,314.3,115426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,700,1.0,1.0,314.3,99685.7,3.0,942.9000000000001,314.3,314.3
2022-01-07 09:43:00-05:00,2022-01-07 09:43:00-05:00,314.5,315.52,314.5,315.31,315.31,265003,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,315.31,99684.69,4.0,1261.24,315.31,315.31
2022-01-07 09:44:00-05:00,2022-01-07 09:44:00-05:00,315.18,315.2,314.9,314.9,314.9,152799,0,0,0,0,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,-1.0,-314.9,100314.9,3.0,944.6999999999999,-314.9,-314.9
2022-01-07 09:45:00-05:00,2022-01-07 09:45:00-05:00,315.25,315.31,315.17,315.3,315.3,128082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.3,100315.3,2.0,630.6,-315.3,-315.3
2022-01-07 09:46:00-05:00,2022-01-07 09:46:00-05:00,315.72,315.73,315.5,315.66,315.66,110990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.66,100315.66,1.0,315.66,-315.66,-315.66
2022-01-07 09:47:00-05:00,2022-01-07 09:47:00-05:00,315.0,315.25,314.92,315.25,315.25,125677,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,315.25,99684.75,2.0,630.5,315.25,315.25
2022-01-07 09:48:00-05:00,2022-01-07 09:48:00-05:00,314.93,315.16,314.88,315.1,315.1,75317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,315.1,99684.9,3.0,945.3000000000001,315.1,315.1
2022-01-07 09:49:00-05:00,2022-01-07 09:49:00-05:00,315.04,315.15,314.66,314.67,314.67,107205,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-314.67,100314.67,2.0,629.34,-314.67,-314.67
2022-01-07 09:50:00-05:00,2022-01-07 09:50:00-05:00,314.62,314.96,314.62,314.86,314.86,95751,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,314.86,99685.14,3.0,944.58,314.86,314.86
2022-01-07 09:51:00-05:00,2022-01-07 09:51:00-05:00,315.0,315.07,314.62,314.9,314.9,74537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,3.0,944.6999999999999,0.0,0.0
2022-01-07 09:52:00-05:00,2022-01-07 09:52:00-05:00,314.88,315.45,314.83,315.45,315.45,92738,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,1.0,1.0,315.45,99684.55,4.0,1261.8,315.45,315.45
2022-01-07 09:53:00-05:00,2022-01-07 09:53:00-05:00,315.34,315.39,315.08,315.21,315.21,120960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.21,100315.21,3.0,945.6299999999999,-315.21,-315.21
2022-01-07 09:54:00-05:00,2022-01-07 09:54:00-05:00,315.5,315.5,315.32,315.38,315.38,75029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-315.38,100315.38,2.0,630.76,-315.38,-315.38
2022-01-07 09:55:00-05:00,2022-01-07 09:55:00-05:00,315.5,316.07,315.48,316.07,316.07,136631,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,500,1.0,1.0,316.07,99683.93,3.0,948.21,316.07,316.07
2022-01-07 09:56:00-05:00,2022-01-07 09:56:00-05:00,315.75,315.94,315.69,315.94,315.94,150927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,3.0,947.8199999999999,0.0,0.0
2022-01-07 09:57:00-05:00,2022-01-07 09:57:00-05:00,316.25,316.36,316.09,316.25,316.25,116983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,-100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,400,1.0,1.0,316.25,99683.75,4.0,1265.0,316.25,316.25
2022-01-07 09:58:00-05:00,2022-01-07 09:58:00-05:00,316.45,316.5,316.1,316.45,316.45,81545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,400,1.0,1.0,316.45,99683.55,5.0,1582.25,316.45,316.45
2022-01-07 09:59:00-05:00,2022-01-07 09:59:00-05:00,316.47,316.49,315.51,315.67,315.67,92158,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,-1.0,-315.67,100315.67,4.0,1262.68,-315.67,-315.67
2022-01-07 10:00:00-05:00,2022-01-07 10:00:00-05:00,315.71,315.81,315.27,315.56,315.56,98333,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.56,100315.56,3.0,946.6800000000001,-315.56,-315.56
2022-01-07 10:01:00-05:00,2022-01-07 10:01:00-05:00,315.58,315.96,315.27,315.89,315.89,73563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,3.0,947.67,0.0,0.0
2022-01-07 10:02:00-05:00,2022-01-07 10:02:00-05:00,315.88,316.14,315.63,316.0,316.0,68646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,1.0,1.0,316.0,99684.0,4.0,1264.0,316.0,316.0
2022-01-07 10:03:00-05:00,2022-01-07 10:03:00-05:00,316.04,316.09,315.6,315.81,315.81,59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.81,100315.81,3.0,947.4300000000001,-315.81,-315.81
2022-01-07 10:04:00-05:00,2022-01-07 10:04:00-05:00,315.82,315.93,315.11,315.17,315.17,69946,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-315.17,100315.17,2.0,630.34,-315.17,-315.17
2022-01-07 10:05:00-05:00,2022-01-07 10:05:00-05:00,315.18,315.21,314.62,314.69,314.69,100191,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-314.69,100314.69,1.0,314.69,-314.69,-314.69
2022-01-07 10:06:00-05:00,2022-01-07 10:06:00-05:00,314.66,314.92,314.56,314.84,314.84,68111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,314.84,99685.16,2.0,629.68,314.84,314.84
2022-01-07 10:07:00-05:00,2022-01-07 10:07:00-05:00,314.78,314.87,314.29,314.31,314.31,104489,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-314.31,100314.31,1.0,314.31,-314.31,-314.31
2022-01-07 10:08:00-05:00,2022-01-07 10:08:00-05:00,314.32,314.47,314.15,314.19,314.19,87432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,1.0,314.19,0.0,0.0
2022-01-07 10:09:00-05:00,2022-01-07 10:09:00-05:00,314.18,314.18,313.77,313.93,313.93,95393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,1.0,313.93,0.0,0.0
2022-01-07 10:10:00-05:00,2022-01-07 10:10:00-05:00,313.96,314.22,313.83,313.99,313.99,67240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,500,1.0,1.0,313.99,99686.01,2.0,627.98,313.99,313.99
2022-01-07 10:11:00-05:00,2022-01-07 10:11:00-05:00,313.97,314.15,313.65,314.01,314.01,88621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,500,1.0,1.0,314.01,99685.99,3.0,942.03,314.01,314.01
2022-01-07 10:12:00-05:00,2022-01-07 10:12:00-05:00,313.99,314.47,313.99,314.42,314.42,79431,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,314.42,99685.58,4.0,1257.68,314.42,314.42
2022-01-07 10:13:00-05:00,2022-01-07 10:13:00-05:00,314.39,314.56,314.0,314.52,314.52,69885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-314.52,100314.52,3.0,943.56,-314.52,-314.52
2022-01-07 10:14:00-05:00,2022-01-07 10:14:00-05:00,314.54,314.66,314.18,314.23,314.23,73937,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-314.23,100314.23,2.0,628.46,-314.23,-314.23
2022-01-07 10:15:00-05:00,2022-01-07 10:15:00-05:00,314.21,314.21,313.46,313.46,313.46,93042,0,0,0,0,-100,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,-1.0,-1.0,-313.46,100313.46,1.0,313.46,-313.46,-313.46
2022-01-07 10:16:00-05:00,2022-01-07 10:16:00-05:00,313.46,313.79,313.41,313.71,313.71,55352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,313.71,99686.29,2.0,627.42,313.71,313.71
2022-01-07 10:17:00-05:00,2022-01-07 10:17:00-05:00,313.71,314.21,313.67,314.15,314.15,58237,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,314.15,99685.85,3.0,942.4499999999999,314.15,314.15
2022-01-07 10:18:00-05:00,2022-01-07 10:18:00-05:00,314.14,314.18,313.8,313.89,313.89,67974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-313.89,100313.89,2.0,627.78,-313.89,-313.89
2022-01-07 10:19:00-05:00,2022-01-07 10:19:00-05:00,313.89,313.91,313.5,313.72,313.72,70754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,313.72,99686.28,3.0,941.1600000000001,313.72,313.72
2022-01-07 10:20:00-05:00,2022-01-07 10:20:00-05:00,313.77,313.81,313.5,313.65,313.65,79351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,3.0,940.9499999999999,0.0,0.0
2022-01-07 10:21:00-05:00,2022-01-07 10:21:00-05:00,313.63,313.66,313.38,313.58,313.58,77123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,313.58,99686.42,4.0,1254.32,313.58,313.58
2022-01-07 10:22:00-05:00,2022-01-07 10:22:00-05:00,313.55,313.72,313.43,313.68,313.68,70870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,313.68,99686.32,5.0,1568.4,313.68,313.68
2022-01-07 10:23:00-05:00,2022-01-07 10:23:00-05:00,313.65,313.79,313.24,313.32,313.32,81670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,100000.0,5.0,1566.6,0.0,0.0
2022-01-07 10:24:00-05:00,2022-01-07 10:24:00-05:00,313.3,313.3,312.69,312.76,312.76,127364,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-312.76,100312.76,4.0,1251.04,-312.76,-312.76
2022-01-07 10:25:00-05:00,2022-01-07 10:25:00-05:00,312.77,313.26,312.74,313.19,313.19,81659,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,313.19,99686.81,5.0,1565.95,313.19,313.19
2022-01-07 10:26:00-05:00,2022-01-07 10:26:00-05:00,313.19,313.35,313.18,313.24,313.24,75121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-313.24,100313.24,4.0,1252.96,-313.24,-313.24
