Datetime,Close,signal
2022-01-07 10:56:00-05:00,310.96,0.0
2022-01-07 10:57:00-05:00,311.11,0.0
2022-01-07 10:58:00-05:00,310.95,-1.0
2022-01-07 10:59:00-05:00,310.91,-1.0
2022-01-07 11:00:00-05:00,311.19,0.0
2022-01-07 11:01:00-05:00,311.45,1.0
2022-01-07 11:02:00-05:00,311.32,0.0
2022-01-07 11:03:00-05:00,311.12,1.0
2022-01-07 11:04:00-05:00,311.18,0.0
2022-01-07 11:05:00-05:00,311.33,1.0
2022-01-07 11:06:00-05:00,311.49,1.0
2022-01-07 11:07:00-05:00,311.8,1.0
2022-01-07 11:08:00-05:00,312.01,1.0
2022-01-07 11:09:00-05:00,311.87,0.0
2022-01-07 11:10:00-05:00,311.67,-1.0
2022-01-07 11:11:00-05:00,311.67,0.0
2022-01-07 11:12:00-05:00,312.06,1.0
2022-01-07 11:13:00-05:00,311.96,-1.0
2022-01-07 11:14:00-05:00,312.05,0.0
2022-01-07 11:15:00-05:00,312.09,1.0
2022-01-07 11:16:00-05:00,311.75,-1.0
2022-01-07 11:17:00-05:00,311.55,-1.0
2022-01-07 11:18:00-05:00,311.68,1.0
2022-01-07 11:19:00-05:00,311.5,-1.0
2022-01-07 11:20:00-05:00,311.54,1.0
2022-01-07 11:21:00-05:00,311.47,-1.0
2022-01-07 11:22:00-05:00,311.71,0.0
2022-01-07 11:23:00-05:00,311.85,-1.0
2022-01-07 11:24:00-05:00,311.88,0.0
2022-01-07 11:25:00-05:00,311.91,1.0
2022-01-07 11:26:00-05:00,312.51,1.0
2022-01-07 11:27:00-05:00,312.26,-1.0
2022-01-07 11:28:00-05:00,312.39,1.0
2022-01-07 11:29:00-05:00,312.55,1.0
2022-01-07 11:30:00-05:00,312.17,-1.0
2022-01-07 11:31:00-05:00,312.5,1.0
2022-01-07 11:32:00-05:00,312.51,1.0
2022-01-07 11:33:00-05:00,312.54,1.0
2022-01-07 11:34:00-05:00,312.5,-1.0
2022-01-07 11:35:00-05:00,312.93,1.0
2022-01-07 11:36:00-05:00,313.0,0.0
2022-01-07 11:37:00-05:00,312.91,1.0
2022-01-07 11:38:00-05:00,312.76,0.0
2022-01-07 11:39:00-05:00,312.63,0.0
2022-01-07 11:40:00-05:00,312.6,1.0
2022-01-07 11:41:00-05:00,312.54,0.0
2022-01-07 11:42:00-05:00,312.6,1.0
2022-01-07 11:43:00-05:00,312.34,-1.0
2022-01-07 11:44:00-05:00,312.58,0.0
2022-01-07 11:45:00-05:00,312.64,1.0
2022-01-07 11:46:00-05:00,313.01,1.0
2022-01-07 11:47:00-05:00,313.01,1.0
2022-01-07 11:48:00-05:00,313.29,1.0
2022-01-07 11:49:00-05:00,313.72,1.0
2022-01-07 11:50:00-05:00,313.58,-1.0
2022-01-07 11:51:00-05:00,313.6,1.0
2022-01-07 11:52:00-05:00,313.89,1.0
2022-01-07 11:53:00-05:00,314.05,1.0
2022-01-07 11:54:00-05:00,314.43,1.0
2022-01-07 11:55:00-05:00,314.27,-1.0
2022-01-07 11:56:00-05:00,314.35,0.0
2022-01-07 11:57:00-05:00,314.2,-1.0
2022-01-07 11:58:00-05:00,313.8,0.0
2022-01-07 11:59:00-05:00,313.55,-1.0
2022-01-07 12:00:00-05:00,313.53,0.0
2022-01-07 12:01:00-05:00,313.71,0.0
2022-01-07 12:02:00-05:00,313.55,-1.0
2022-01-07 12:03:00-05:00,313.45,-1.0
2022-01-07 12:04:00-05:00,313.22,-1.0
2022-01-07 12:05:00-05:00,312.87,-1.0
2022-01-07 12:06:00-05:00,312.89,1.0
2022-01-07 12:07:00-05:00,313.04,0.0
2022-01-07 12:08:00-05:00,313.29,0.0
2022-01-07 12:09:00-05:00,313.1,0.0
2022-01-07 12:10:00-05:00,313.65,1.0
2022-01-07 12:11:00-05:00,313.51,-1.0
2022-01-07 12:12:00-05:00,313.41,1.0
2022-01-07 12:13:00-05:00,313.27,0.0
2022-01-07 12:14:00-05:00,313.47,0.0
2022-01-07 12:15:00-05:00,313.69,1.0
2022-01-07 12:16:00-05:00,313.36,-1.0
2022-01-07 12:17:00-05:00,313.26,0.0
2022-01-07 12:18:00-05:00,313.18,0.0
2022-01-07 12:19:00-05:00,312.98,-1.0
2022-01-07 12:20:00-05:00,312.62,-1.0
2022-01-07 12:21:00-05:00,312.89,0.0
2022-01-07 12:22:00-05:00,312.98,1.0
2022-01-07 12:23:00-05:00,312.95,1.0
2022-01-07 12:24:00-05:00,312.95,1.0
2022-01-07 12:25:00-05:00,313.22,1.0
2022-01-07 12:26:00-05:00,313.0,-1.0
2022-01-07 12:27:00-05:00,313.02,1.0
2022-01-07 12:28:00-05:00,313.12,0.0
2022-01-07 12:29:00-05:00,313.11,1.0
2022-01-07 12:30:00-05:00,313.05,-1.0
2022-01-07 12:31:00-05:00,313.07,1.0
2022-01-07 12:32:00-05:00,313.03,-1.0
2022-01-07 12:33:00-05:00,313.15,1.0
2022-01-07 12:34:00-05:00,313.1,-1.0
2022-01-07 12:35:00-05:00,313.12,1.0
2022-01-07 12:36:00-05:00,312.82,-1.0
2022-01-07 12:37:00-05:00,312.55,0.0
2022-01-07 12:38:00-05:00,312.78,1.0
2022-01-07 12:39:00-05:00,312.88,1.0
2022-01-07 12:40:00-05:00,313.02,0.0
2022-01-07 12:41:00-05:00,313.19,1.0
2022-01-07 12:42:00-05:00,313.11,-1.0
2022-01-07 12:43:00-05:00,313.16,0.0
2022-01-07 12:44:00-05:00,313.05,-1.0
2022-01-07 12:45:00-05:00,313.35,1.0
2022-01-07 12:46:00-05:00,313.76,1.0
2022-01-07 12:47:00-05:00,313.63,-1.0
2022-01-07 12:48:00-05:00,313.55,1.0
2022-01-07 12:49:00-05:00,313.19,-1.0
2022-01-07 12:50:00-05:00,313.48,0.0
2022-01-07 12:51:00-05:00,313.54,0.0
2022-01-07 12:52:00-05:00,313.71,1.0
2022-01-07 12:53:00-05:00,313.67,0.0
2022-01-07 12:54:00-05:00,313.64,0.0
2022-01-07 12:55:00-05:00,313.48,-1.0
2022-01-07 12:56:00-05:00,313.57,0.0
2022-01-07 12:57:00-05:00,313.76,1.0
2022-01-07 12:58:00-05:00,313.7,-1.0
2022-01-07 12:59:00-05:00,313.79,0.0
2022-01-07 13:00:00-05:00,313.65,-1.0
2022-01-07 13:01:00-05:00,313.83,1.0
2022-01-07 13:02:00-05:00,314.01,0.0
2022-01-07 13:03:00-05:00,313.76,0.0
2022-01-07 13:04:00-05:00,313.94,1.0
2022-01-07 13:05:00-05:00,314.03,-1.0
2022-01-07 13:06:00-05:00,314.14,1.0
2022-01-07 13:07:00-05:00,313.95,-1.0
2022-01-07 13:08:00-05:00,314.27,1.0
2022-01-07 13:09:00-05:00,314.28,1.0
2022-01-07 13:10:00-05:00,314.41,0.0
2022-01-07 13:11:00-05:00,314.34,0.0
2022-01-07 13:12:00-05:00,314.35,1.0
2022-01-07 13:13:00-05:00,314.26,0.0
2022-01-07 13:14:00-05:00,314.28,1.0
2022-01-07 13:15:00-05:00,314.39,0.0
2022-01-07 13:16:00-05:00,314.28,-1.0
2022-01-07 13:17:00-05:00,314.27,1.0
2022-01-07 13:18:00-05:00,314.18,-1.0
2022-01-07 13:19:00-05:00,314.29,0.0
2022-01-07 13:20:00-05:00,314.27,0.0
2022-01-07 13:21:00-05:00,314.26,0.0
2022-01-07 13:22:00-05:00,314.37,0.0
2022-01-07 13:23:00-05:00,314.24,-1.0
2022-01-07 13:24:00-05:00,314.16,-1.0
2022-01-07 13:25:00-05:00,314.02,-1.0
2022-01-07 13:26:00-05:00,313.93,-1.0
2022-01-07 13:27:00-05:00,314.15,1.0
2022-01-07 13:28:00-05:00,313.98,0.0
2022-01-07 13:29:00-05:00,313.88,-1.0
2022-01-07 13:30:00-05:00,313.98,1.0
2022-01-07 13:31:00-05:00,314.14,1.0
2022-01-07 13:32:00-05:00,314.37,1.0
2022-01-07 13:33:00-05:00,314.43,-1.0
2022-01-07 13:34:00-05:00,314.4,0.0
2022-01-07 13:35:00-05:00,314.5,1.0
2022-01-07 13:36:00-05:00,314.43,-1.0
2022-01-07 13:37:00-05:00,314.43,1.0
2022-01-07 13:38:00-05:00,314.36,-1.0
2022-01-07 13:39:00-05:00,314.04,-1.0
2022-01-07 13:40:00-05:00,313.97,0.0
2022-01-07 13:41:00-05:00,314.04,1.0
2022-01-07 13:42:00-05:00,314.07,1.0
2022-01-07 13:43:00-05:00,314.03,0.0
2022-01-07 13:44:00-05:00,314.13,0.0
2022-01-07 13:45:00-05:00,314.0,-1.0
2022-01-07 13:46:00-05:00,314.1,0.0
2022-01-07 13:47:00-05:00,314.07,-1.0
2022-01-07 13:48:00-05:00,313.95,-1.0
2022-01-07 13:49:00-05:00,313.86,-1.0
2022-01-07 13:50:00-05:00,313.52,-1.0
2022-01-07 13:51:00-05:00,313.71,1.0
2022-01-07 13:52:00-05:00,313.78,-1.0
2022-01-07 13:53:00-05:00,313.88,0.0
2022-01-07 13:54:00-05:00,313.66,-1.0
2022-01-07 13:55:00-05:00,313.71,1.0
2022-01-07 13:56:00-05:00,313.94,1.0
2022-01-07 13:57:00-05:00,313.92,1.0
2022-01-07 13:58:00-05:00,313.93,1.0
2022-01-07 13:59:00-05:00,313.79,0.0
2022-01-07 14:00:00-05:00,313.88,0.0
2022-01-07 14:01:00-05:00,313.85,1.0
2022-01-07 14:02:00-05:00,313.75,1.0
2022-01-07 14:03:00-05:00,313.85,1.0
2022-01-07 14:04:00-05:00,313.94,1.0
2022-01-07 14:05:00-05:00,313.54,-1.0
2022-01-07 14:06:00-05:00,313.71,0.0
2022-01-07 14:07:00-05:00,313.9,-1.0
2022-01-07 14:08:00-05:00,313.89,1.0
2022-01-07 14:09:00-05:00,314.04,1.0
2022-01-07 14:10:00-05:00,314.0,-1.0
2022-01-07 14:11:00-05:00,313.91,1.0
2022-01-07 14:12:00-05:00,313.76,-1.0
2022-01-07 14:13:00-05:00,313.94,0.0
2022-01-07 14:14:00-05:00,313.95,1.0
2022-01-07 14:15:00-05:00,313.8,0.0
2022-01-07 14:16:00-05:00,314.09,1.0
2022-01-07 14:17:00-05:00,313.96,-1.0
2022-01-07 14:18:00-05:00,313.9,1.0
2022-01-07 14:19:00-05:00,313.91,1.0
2022-01-07 14:20:00-05:00,313.81,-1.0
2022-01-07 14:21:00-05:00,313.81,1.0
2022-01-07 14:22:00-05:00,313.65,-1.0
2022-01-07 14:23:00-05:00,313.52,-1.0
2022-01-07 14:24:00-05:00,313.59,1.0
2022-01-07 14:25:00-05:00,313.36,0.0
2022-01-07 14:26:00-05:00,313.61,1.0
2022-01-07 14:27:00-05:00,313.54,0.0
2022-01-07 14:28:00-05:00,313.78,1.0
2022-01-07 14:29:00-05:00,313.84,0.0
2022-01-07 14:30:00-05:00,313.96,-1.0
2022-01-07 14:31:00-05:00,313.89,0.0
2022-01-07 14:32:00-05:00,313.99,1.0
2022-01-07 14:33:00-05:00,313.87,0.0
2022-01-07 14:34:00-05:00,313.96,0.0
2022-01-07 14:35:00-05:00,314.0,1.0
2022-01-07 14:36:00-05:00,314.15,1.0
2022-01-07 14:37:00-05:00,314.2,1.0
2022-01-07 14:38:00-05:00,314.37,1.0
2022-01-07 14:39:00-05:00,314.81,1.0
2022-01-07 14:40:00-05:00,314.62,-1.0
2022-01-07 14:41:00-05:00,314.77,1.0
2022-01-07 14:42:00-05:00,314.75,-1.0
2022-01-07 14:43:00-05:00,314.41,-1.0
2022-01-07 14:44:00-05:00,314.64,1.0
2022-01-07 14:45:00-05:00,314.56,-1.0
2022-01-07 14:46:00-05:00,314.44,0.0
2022-01-07 14:47:00-05:00,314.78,0.0
2022-01-07 14:48:00-05:00,314.86,0.0
2022-01-07 14:49:00-05:00,314.83,0.0
2022-01-07 14:50:00-05:00,314.69,0.0
2022-01-07 14:51:00-05:00,314.94,1.0
2022-01-07 14:52:00-05:00,315.13,1.0
2022-01-07 14:53:00-05:00,314.91,-1.0
2022-01-07 14:54:00-05:00,315.09,1.0
2022-01-07 14:55:00-05:00,314.93,-1.0
2022-01-07 14:56:00-05:00,314.86,-1.0
2022-01-07 14:57:00-05:00,315.06,1.0
2022-01-07 14:58:00-05:00,315.08,1.0
2022-01-07 14:59:00-05:00,314.96,0.0
2022-01-07 15:00:00-05:00,314.98,1.0
2022-01-07 15:01:00-05:00,315.06,-1.0
2022-01-07 15:02:00-05:00,314.95,-1.0
2022-01-07 15:03:00-05:00,314.95,1.0
2022-01-07 15:04:00-05:00,315.27,1.0
2022-01-07 15:05:00-05:00,315.37,-1.0
2022-01-07 15:06:00-05:00,315.63,1.0
2022-01-07 15:07:00-05:00,315.46,-1.0
2022-01-07 15:08:00-05:00,315.2,-1.0
2022-01-07 15:09:00-05:00,315.21,1.0
2022-01-07 15:10:00-05:00,315.19,1.0
2022-01-07 15:11:00-05:00,315.09,-1.0
2022-01-07 15:12:00-05:00,315.12,1.0
2022-01-07 15:13:00-05:00,314.93,-1.0
2022-01-07 15:14:00-05:00,314.93,1.0
2022-01-07 15:15:00-05:00,314.91,0.0
2022-01-07 15:16:00-05:00,315.16,1.0
2022-01-07 15:17:00-05:00,315.04,-1.0
2022-01-07 15:18:00-05:00,315.07,1.0
2022-01-07 15:19:00-05:00,315.08,1.0
2022-01-07 15:20:00-05:00,315.2,0.0
2022-01-07 15:21:00-05:00,314.93,-1.0
2022-01-07 15:22:00-05:00,314.98,1.0
2022-01-07 15:23:00-05:00,315.07,0.0
2022-01-07 15:24:00-05:00,315.05,-1.0
2022-01-07 15:25:00-05:00,314.93,-1.0
2022-01-07 15:26:00-05:00,314.91,-1.0
2022-01-07 15:27:00-05:00,314.75,0.0
2022-01-07 15:28:00-05:00,314.62,0.0
2022-01-07 15:29:00-05:00,314.76,1.0
2022-01-07 15:30:00-05:00,314.88,0.0
2022-01-07 15:31:00-05:00,315.2,0.0
2022-01-07 15:32:00-05:00,315.17,0.0
2022-01-07 15:33:00-05:00,314.77,-1.0
2022-01-07 15:34:00-05:00,314.78,1.0
2022-01-07 15:35:00-05:00,314.77,0.0
2022-01-07 15:36:00-05:00,314.91,0.0
2022-01-07 15:37:00-05:00,315.09,0.0
2022-01-07 15:38:00-05:00,315.07,-1.0
2022-01-07 15:39:00-05:00,315.08,1.0
2022-01-07 15:40:00-05:00,315.03,-1.0
2022-01-07 15:41:00-05:00,314.95,1.0
2022-01-07 15:42:00-05:00,314.91,0.0
2022-01-07 15:43:00-05:00,314.66,-1.0
2022-01-07 15:44:00-05:00,314.55,-1.0
2022-01-07 15:45:00-05:00,314.56,1.0
2022-01-07 15:46:00-05:00,314.57,1.0
2022-01-07 15:47:00-05:00,314.93,1.0
2022-01-07 15:48:00-05:00,314.84,-1.0
2022-01-07 15:49:00-05:00,315.0,1.0
2022-01-07 15:50:00-05:00,315.11,1.0
2022-01-07 15:51:00-05:00,315.02,-1.0
2022-01-07 15:52:00-05:00,315.18,1.0
2022-01-07 15:53:00-05:00,315.07,-1.0
2022-01-07 15:54:00-05:00,314.46,-1.0
2022-01-07 15:55:00-05:00,314.42,-1.0
2022-01-07 15:56:00-05:00,314.52,1.0
2022-01-07 15:57:00-05:00,314.52,1.0
2022-01-07 15:58:00-05:00,314.36,0.0
2022-01-07 15:59:00-05:00,314.11,0.0
2022-01-10 09:30:00-05:00,309.45,1.0
2022-01-10 09:31:00-05:00,309.42,1.0
2022-01-10 09:32:00-05:00,308.69,-1.0
2022-01-10 09:33:00-05:00,308.38,0.0
2022-01-10 09:34:00-05:00,308.48,1.0
2022-01-10 09:35:00-05:00,308.24,1.0
2022-01-10 09:36:00-05:00,307.52,-1.0
2022-01-10 09:37:00-05:00,308.14,-1.0
2022-01-10 09:38:00-05:00,308.25,0.0
2022-01-10 09:39:00-05:00,308.32,1.0
2022-01-10 09:40:00-05:00,307.77,-1.0
2022-01-10 09:41:00-05:00,308.05,-1.0
2022-01-10 09:42:00-05:00,308.49,1.0
2022-01-10 09:43:00-05:00,308.14,-1.0
2022-01-10 09:44:00-05:00,308.74,0.0
2022-01-10 09:45:00-05:00,307.87,-1.0
2022-01-10 09:46:00-05:00,307.75,1.0
2022-01-10 09:47:00-05:00,307.8,1.0
2022-01-10 09:48:00-05:00,307.72,1.0
2022-01-10 09:49:00-05:00,308.11,1.0
2022-01-10 09:50:00-05:00,308.3,1.0
2022-01-10 09:51:00-05:00,308.52,1.0
2022-01-10 09:52:00-05:00,307.76,-1.0
2022-01-10 09:53:00-05:00,307.73,1.0
2022-01-10 09:54:00-05:00,307.98,1.0
2022-01-10 09:55:00-05:00,307.8,1.0
2022-01-10 09:56:00-05:00,307.29,-1.0
2022-01-10 09:57:00-05:00,306.8,-1.0
2022-01-10 09:58:00-05:00,306.72,-1.0
2022-01-10 09:59:00-05:00,307.05,1.0
2022-01-10 10:00:00-05:00,306.76,0.0
2022-01-10 10:01:00-05:00,306.8,1.0
2022-01-10 10:02:00-05:00,306.63,-1.0
2022-01-10 10:03:00-05:00,306.51,-1.0
2022-01-10 10:04:00-05:00,306.36,-1.0
2022-01-10 10:05:00-05:00,306.33,1.0
2022-01-10 10:06:00-05:00,306.48,1.0
2022-01-10 10:07:00-05:00,306.02,-1.0
2022-01-10 10:08:00-05:00,305.93,-1.0
2022-01-10 10:09:00-05:00,305.83,-1.0
2022-01-10 10:10:00-05:00,305.77,1.0
2022-01-10 10:11:00-05:00,305.91,1.0
2022-01-10 10:12:00-05:00,305.54,-1.0
2022-01-10 10:13:00-05:00,305.61,1.0
2022-01-10 10:14:00-05:00,305.37,-1.0
2022-01-10 10:15:00-05:00,305.76,1.0
2022-01-10 10:16:00-05:00,305.7,0.0
2022-01-10 10:17:00-05:00,306.28,0.0
2022-01-10 10:18:00-05:00,306.2,-1.0
2022-01-10 10:19:00-05:00,305.91,-1.0
2022-01-10 10:20:00-05:00,306.02,1.0
2022-01-10 10:21:00-05:00,305.38,-1.0
2022-01-10 10:22:00-05:00,305.76,1.0
2022-01-10 10:23:00-05:00,305.98,0.0
2022-01-10 10:24:00-05:00,306.39,1.0
2022-01-10 10:25:00-05:00,306.56,0.0
2022-01-10 10:26:00-05:00,306.95,1.0
2022-01-10 10:27:00-05:00,306.57,-1.0
2022-01-10 10:28:00-05:00,306.35,1.0
2022-01-10 10:29:00-05:00,306.31,1.0
2022-01-10 10:30:00-05:00,306.19,0.0
2022-01-10 10:31:00-05:00,306.46,0.0
2022-01-10 10:32:00-05:00,306.45,1.0
2022-01-10 10:33:00-05:00,306.3,0.0
2022-01-10 10:34:00-05:00,305.91,0.0
2022-01-10 10:35:00-05:00,305.71,0.0
2022-01-10 10:36:00-05:00,305.24,0.0
2022-01-10 10:37:00-05:00,305.19,1.0
2022-01-10 10:38:00-05:00,305.66,1.0
2022-01-10 10:39:00-05:00,305.51,-1.0
2022-01-10 10:40:00-05:00,306.04,1.0
2022-01-10 10:41:00-05:00,305.52,-1.0
2022-01-10 10:42:00-05:00,305.36,-1.0
2022-01-10 10:43:00-05:00,305.27,0.0
2022-01-10 10:44:00-05:00,304.85,0.0
2022-01-10 10:45:00-05:00,305.23,1.0
2022-01-10 10:46:00-05:00,305.57,0.0
2022-01-10 10:47:00-05:00,305.75,0.0
2022-01-10 10:48:00-05:00,305.78,1.0
2022-01-10 10:49:00-05:00,306.08,-1.0
2022-01-10 10:50:00-05:00,306.06,1.0
2022-01-10 10:51:00-05:00,306.46,-1.0
2022-01-10 10:52:00-05:00,306.72,1.0
2022-01-10 10:53:00-05:00,306.53,-1.0
2022-01-10 10:54:00-05:00,306.36,-1.0
2022-01-10 10:55:00-05:00,306.15,-1.0
2022-01-10 10:56:00-05:00,306.32,1.0
2022-01-10 10:57:00-05:00,306.51,0.0
2022-01-10 10:58:00-05:00,306.6,1.0
2022-01-10 10:59:00-05:00,306.47,0.0
2022-01-10 11:00:00-05:00,306.49,1.0
2022-01-10 11:01:00-05:00,306.85,0.0
2022-01-10 11:02:00-05:00,306.64,-1.0
2022-01-10 11:03:00-05:00,306.42,0.0
2022-01-10 11:04:00-05:00,306.91,1.0
2022-01-10 11:05:00-05:00,307.1,1.0
2022-01-10 11:06:00-05:00,307.25,-1.0
2022-01-10 11:07:00-05:00,307.45,0.0
2022-01-10 11:08:00-05:00,307.44,1.0
2022-01-10 11:09:00-05:00,307.64,1.0
2022-01-10 11:10:00-05:00,307.49,-1.0
2022-01-10 11:11:00-05:00,307.85,1.0
2022-01-10 11:12:00-05:00,308.24,1.0
2022-01-10 11:13:00-05:00,307.77,-1.0
2022-01-10 11:14:00-05:00,307.86,1.0
2022-01-10 11:15:00-05:00,307.95,-1.0
2022-01-10 11:16:00-05:00,307.87,0.0
2022-01-10 11:17:00-05:00,308.36,1.0
2022-01-10 11:18:00-05:00,308.59,0.0
2022-01-10 11:19:00-05:00,308.64,1.0
2022-01-10 11:20:00-05:00,308.6,1.0
2022-01-10 11:21:00-05:00,308.46,-1.0
2022-01-10 11:22:00-05:00,308.5,0.0
2022-01-10 11:23:00-05:00,308.51,1.0
2022-01-10 11:24:00-05:00,308.48,1.0
2022-01-10 11:25:00-05:00,308.45,1.0
2022-01-10 11:26:00-05:00,308.86,1.0
2022-01-10 11:27:00-05:00,308.77,-1.0
2022-01-10 11:28:00-05:00,308.79,1.0
2022-01-10 11:29:00-05:00,308.62,-1.0
2022-01-10 11:30:00-05:00,308.33,-1.0
2022-01-10 11:31:00-05:00,308.17,0.0
2022-01-10 11:32:00-05:00,307.91,-1.0
2022-01-10 11:33:00-05:00,307.74,-1.0
2022-01-10 11:34:00-05:00,307.69,0.0
2022-01-10 11:35:00-05:00,307.91,1.0
2022-01-10 11:36:00-05:00,307.54,-1.0
2022-01-10 11:37:00-05:00,307.27,-1.0
2022-01-10 11:38:00-05:00,307.36,-1.0
2022-01-10 11:39:00-05:00,307.14,-1.0
2022-01-10 11:40:00-05:00,307.08,-1.0
2022-01-10 11:41:00-05:00,307.0,-1.0
2022-01-10 11:42:00-05:00,307.06,1.0
2022-01-10 11:43:00-05:00,306.83,-1.0
2022-01-10 11:44:00-05:00,307.15,1.0
2022-01-10 11:45:00-05:00,307.32,0.0
2022-01-10 11:46:00-05:00,307.45,-1.0
2022-01-10 11:47:00-05:00,307.21,-1.0
2022-01-10 11:48:00-05:00,306.95,-1.0
2022-01-10 11:49:00-05:00,307.12,0.0
2022-01-10 11:50:00-05:00,307.09,1.0
2022-01-10 11:51:00-05:00,307.08,1.0
2022-01-10 11:52:00-05:00,307.28,1.0
2022-01-10 11:53:00-05:00,307.39,0.0
2022-01-10 11:54:00-05:00,307.09,-1.0
2022-01-10 11:55:00-05:00,307.11,1.0
2022-01-10 11:56:00-05:00,307.25,1.0
2022-01-10 11:57:00-05:00,307.35,0.0
2022-01-10 11:58:00-05:00,307.61,1.0
2022-01-10 11:59:00-05:00,307.88,0.0
2022-01-10 12:00:00-05:00,307.56,-1.0
2022-01-10 12:01:00-05:00,307.42,0.0
2022-01-10 12:02:00-05:00,307.09,-1.0
2022-01-10 12:03:00-05:00,306.88,-1.0
2022-01-10 12:04:00-05:00,306.83,0.0
2022-01-10 12:05:00-05:00,306.63,0.0
2022-01-10 12:06:00-05:00,306.77,1.0
2022-01-10 12:07:00-05:00,306.66,-1.0
2022-01-10 12:08:00-05:00,306.68,1.0
2022-01-10 12:09:00-05:00,306.16,-1.0
2022-01-10 12:10:00-05:00,306.4,1.0
