Datetime,Datetime,Open,High,Low,Close,Adj Close,Volume,Two_Crows,Three_Black_Crows,Three_Inside_Updown,Three_Line_Strike,Three_Outside_UpDown,Three_Stars_In_The_South,Three_Advancing_White_Soldiers,Abandoned_Baby,Advance_Block,Belthold,Breakaway,Closing_Marubozu,Concealing_Baby_Swallow,Counterattack,Dark_Cloud_Cover,Doji,Doji_Star,Dragonfly_Doji,Engulfing_Pattern,Evening_Doji_Star,Evening_Star,UpDown_gap_sidebyside_white_lines,Gravestone_Doji,Hammer,Hanging_Man,Harami_Pattern,Harami_Cross_Pattern,HighWave_Candle,Hikkake_Pattern,Modified_Hikkake_Pattern,Homing_Pigeon,Identical_Three_Crows,In_Neck_Pattern,Inverted_Hammer,Kicking,Kicking_bullbear_determined_by_the_longer_marubozu,Ladder_Bottom,Long_Legged_Doji,Long_Line_Candle,Marubozu,Matching_Low,Mat_Hold,Morning_Doji_Star,Morning_Star,OnNeck_Pattern,Piercing_Pattern,Rickshaw_Man,RisingFalling_Three_Methods,Separating_Lines,Shooting_Star,Short_Line_Candle,Spinning_Top,Stalled_Pattern,Stick_Sandwich,Takuri_Dragonfly_Doji,Tasuki_Gap,Thrusting_Pattern,Tristar_Pattern,Unique_River,Upside_Gap_Two_Crows,UpsideDownside_Gap_Three_Methods,Candle_Sum,signal,Shares_Purchaced,Tranaction,ActiveCash,Shares_Owned,Portfolio,transaction,TranactionC
2022-01-07 09:59:00-05:00,2022-01-07 09:59:00-05:00,316.47,316.49,315.51,315.67,315.67,92158,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,-1.0,-1.0,-315.67,2998739.729999999,4.0,1262.68,-315.67,-315.67
2022-01-07 10:00:00-05:00,2022-01-07 10:00:00-05:00,315.71,315.81,315.27,315.56,315.56,98333,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.56,3099055.289999999,3.0,946.6800000000001,-315.56,-315.56
2022-01-07 10:01:00-05:00,2022-01-07 10:01:00-05:00,315.58,315.96,315.27,315.89,315.89,73563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3199055.289999999,3.0,947.67,0.0,0.0
2022-01-07 10:02:00-05:00,2022-01-07 10:02:00-05:00,315.88,316.14,315.63,316.0,316.0,68646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,1.0,1.0,316.0,3298739.289999999,4.0,1264.0,316.0,316.0
2022-01-07 10:03:00-05:00,2022-01-07 10:03:00-05:00,316.04,316.09,315.6,315.81,315.81,59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-1.0,-1.0,-315.81,3399055.099999999,3.0,947.4300000000001,-315.81,-315.81
2022-01-07 10:04:00-05:00,2022-01-07 10:04:00-05:00,315.82,315.93,315.11,315.17,315.17,69946,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-315.17,3499370.269999999,2.0,630.34,-315.17,-315.17
2022-01-07 10:05:00-05:00,2022-01-07 10:05:00-05:00,315.18,315.21,314.62,314.69,314.69,100191,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-314.69,3599684.959999999,1.0,314.69,-314.69,-314.69
2022-01-07 10:06:00-05:00,2022-01-07 10:06:00-05:00,314.66,314.92,314.56,314.84,314.84,68111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,1.0,1.0,314.84,3699370.119999999,2.0,629.68,314.84,314.84
2022-01-07 10:07:00-05:00,2022-01-07 10:07:00-05:00,314.78,314.87,314.29,314.31,314.31,104489,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,-1.0,-1.0,-314.31,3799684.4299999992,1.0,314.31,-314.31,-314.31
2022-01-07 10:08:00-05:00,2022-01-07 10:08:00-05:00,314.32,314.47,314.15,314.19,314.19,87432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3899684.4299999992,1.0,314.19,0.0,0.0
2022-01-07 10:09:00-05:00,2022-01-07 10:09:00-05:00,314.18,314.18,313.77,313.93,313.93,95393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3999684.4299999992,1.0,313.93,0.0,0.0
2022-01-07 10:10:00-05:00,2022-01-07 10:10:00-05:00,313.96,314.22,313.83,313.99,313.99,67240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,500,1.0,1.0,313.99,4099370.439999999,2.0,627.98,313.99,313.99
2022-01-07 10:11:00-05:00,2022-01-07 10:11:00-05:00,313.97,314.15,313.65,314.01,314.01,88621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,500,1.0,1.0,314.01,4199056.429999999,3.0,942.03,314.01,314.01
2022-01-07 10:12:00-05:00,2022-01-07 10:12:00-05:00,313.99,314.47,313.99,314.42,314.42,79431,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1.0,1.0,314.42,4298742.009999999,4.0,1257.68,314.42,314.42
